Name,Ward,Address,Landline Nos.,Class from,Class to,School Type,Website,Email,BMC Dept.,Twitter Handle,Direction,
G V S MANDAL AMACHI SHALA LP,M/W,"J. K. KARMALKAR,MARG, TILAK NAGAR, CHEMBUR, MUMBAI 400089.",022-25231984,1,4,3-Co-educational,,amchishalaprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0695279998427,72.8997779993293",
G.DJOSHI PIONEER PRIMARY VIDYAMANDIR,R/S-WARD,"Bajaj M.N.P school, Kandivali west",022-28864627,1,4,3-Co-educational,,gdjoshipioneer@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2034139995655,72.8550209993918",
G.E.I'S CHHABILDAS LALLUBHAI PRIMARY SCHOOL,G / N,"VACHANALAY MARG,DADAR,MUMBAI-400028.",022-24309074,1,4,3-Co-educational,,clprimaryschool28@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.020444000233,72.8419139999646",
GANDHI BAL MANDIR LP MAR,L- WARD,Kohinoor City L.B.S.Marg Kurla West,022-25041179,1,4,3-Co-educational,,gbmlpkurlawest@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0776730000602,72.8840870001026",
GANDHI VIDYA MANDIR HINDI,R/S-WARD,LALJI PADA GANDHI NAGAR NEW LINK ROAD KANDIVALI WEST MUMBAI 400067,022-29674354,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220200262,gandhiprimary@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2015679994148,72.8330829996663",
GAYATRI VIDYAMANDIR HIN LP,S-WARD,"Gaondevi road, datt mandir,above pipeline,tulshetpada,Bhand up west,Mumbai",022-25962914,1,4,3-Co-educational,,gayhindprimary66@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1611880002133,72.9297230004461",
GAYATRI VIDYAMANDIR MARATHI,S-WARD,TULSHIPADA PIPE LINE BHANDUP 78,022-25962914,1,4,3-Co-educational,,gaymarprimary70@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1612519992226,72.9298750002602",
GODAVARIBAI PODAR LP MAR,H/W -WARD,mumbai mahanagarpalika,022-0,1,4,3-Co-educational,podar.org,principal.marathi@poday.org,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.4178149992759,72.8298980002778",
GOKHALE EDU SOC MAR,R / C,"SHISHU VIKAS MANDIR,SHIMPOLI ROAD,BORIVALI,WEST, MUMBAI,400092",022-28990423,1,4,3-Co-educational,,summm@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2234619991486,72.8508770000094",
GOKHALE EDUCATION SOCITY LP,F/S - WARD,"21,G.E.S..Parel,Mumbai,400012",022-24131417,1,4,3-Co-educational,,parelprimary@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0036250000442,72.8399349997569",
GREEN MUMBAI LP,L- WARD,Quresh Nagar Kurla East Mumbai,022-24052673,1,4,3-Co-educational,,gmps1986@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0614529996389,72.8765179996185",
GULSHAN E ISLAM URDU LP,L- WARD,TILAK NAGAR SAKINAKA KURLA WEST MUMBAI 400072,022-28516379,1,4,3-Co-educational,,hmgiups@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0984140003255,72.8891579999505",
GULSHAN-E-MILLAT URU LP,L- WARD,"ARBI MUHALLA ,JARI MARI , KURLA ANDHERI ROAD , MUMBAI 400072.",022-28561151,1,4,3-Co-educational,,gulshanemillatprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0926220002867,72.8810770001616",
GURU NANAK ENGLISH PRIMARY SCHOOL,H/W -WARD,"Sri Guru Gobindsingh Marg 3rd Road, Khar West Mumbai 400 052",022-26480255,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220500117,gurunanakprimaryschool@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0664920001574,72.83913200037",
GURU NANAK ENGLISH PRIMARY SCHOOL,F/S - WARD,S S WAGH MARG NAIGAON DADAR EAST MUMBAI 400014,022-24133736,1,4,3-Co-educational,education.maharashtra.gov.in,gnjcddr@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0123049999231,72.8443919993665",
GURU NANAK ENGLISH PRIMARY SCHOOL,F/ N -WARD,Guru Tegh Bahadur Nagar Mumbai -400037.,022-24072560,1,4,3-Co-educational,,gnenglishprimaryschool@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0354799999311,72.8647539994611",
GURUKUL VIDYALAYA MAR,P/N- WARD,Shrikrishna Nagar Gen A K Vaidya Marg Malad East Mumbai 400065,022-28424978,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220300249,gurukulvidyalaya@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1672299998271,72.87712000026",
GURUNANAK ENGLISH PRIMARY SCHOOL,S-WARD,"Station Road, Bhandup, Mumbai-400 078",022-25947821,1,4,3-Co-educational,,gnhs_bdp@yahoo.co.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1446060003983,72.9364940003451",
GURUNANAK HIN LP SCHOOL,F/ N -WARD,"Guru Tegh Bahadur Nagar, Mumbai 400037",022-24072560,1,4,3-Co-educational,education.maharshtra.gov.in/saral/27221000331,gnhprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0349370004815,72.8639889995327",
GURUNANAK HINDI PRIMARY SCHOOL,S-WARD,STATION ROAD BHANDUP WEST MUMBAI 78,022-25947821,1,4,3-Co-educational,,gnh-bdp@yhoo.co.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1445989999528,72.9363740000117",
GURUNANAK HINDI PRIMARY SCHOOL,G / N,BEHIND CITYLIGHT CINEMA GURUNANAK RD MAHIM,022-24458616,1,4,3-Co-educational,,gnsmahim@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0306070003104,72.8405780003167",
GYANODAYA VIDYAMANDIR,P/N- WARD,KURAR VILLAGE MALAD EAST,022-28401594,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220300247,gvmprimary@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.187825000179,72.864954999645",
HANSRAJ MORARJI PUBLIC SCHOOL,K/E,"D N ROAD ,MUNSHI NAGAR, ANDHERI WEST",022-26707991,1,4,3-Co-educational,,hmpsprimarysection@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.122007000198,72.8366589996798",
HARIOM BAGVE LP,L- WARD,wadis estate bail bazar kurla,022-25041978,1,4,3-Co-educational,,hariombagavepv@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0845970000878,72.880043999672",
HASHEMIAH HIGH SCHOOL,B,"188, ZAKARIA MASJID STREET, MUMBAI - 400009",022-67491967,1,4,3-Co-educational,www.education.maharashtra.gov.in/saral/27221200223,hashemiahprimaryschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9535950001312,72.8344829991988",
HILDA AUNTY I LP MAR,R/S-WARD,GANDHI NAGAR NEW LINK ROAD KANDIVALI -WEST MUMBAI -67,022-29673842,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220200161,hamps2014@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2012239999948,72.8341880005999",
HILDA AUNTY PRATHAMIK HINDI SHALA,R/S-WARD,"GANDHI NAGAR , NEW LINK ROAD KANDIVALI WEST MUMBAI 67",022-29673842,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220200263,haphshala@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2014069994054,72.8342779999154",
HINDI BAL VIDYA MANDIR LP,L- WARD,Pipe Line Asalfa Ghatkopar West Mumbai 400084.,022-25126042,1,4,3-Co-educational,,hmhbvm@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1011800001318,72.8940249997939",
HINDI HIGH SCHOOLPRIMARY SECTION,N WARD,MUMBAI GHATKOPAR WEST,022-25152709,1,4,3-Co-educational,,hindihighschool1938@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0877249997627,72.9097789995468",
HKDC NAVBHARAT NUTAN VIDYALAYA,T-WARD,NETAJI SUBHASH ROAD MULUND WEST MUMBAI400080,022-25681787,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220600391,navbharat2017@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1782280003502,72.9512619993564",
HOLY CROSS HIGH SCHOOL LP,G / S,Tulsi pipe road lower parel,022-24301002,1,4,3-Co-educational,,holycross.primarysec@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0060040000283,72.8320679993455",
HOLY CROSS MAR. LP SCHOOL,L- WARD,Holy cross church kamani Kurla mumbai 70,022-25042644,1,4,3-Co-educational,www.holycrosskurla.com,holycrosshskurla@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0835639997159,72.8875420004934",
HUME HIGHSCHOOL MAR,E,337 Sir J.J.Road Byculla Mumbai 400008,022-23774278,1,4,3-Co-educational,,sb2namdas@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9670249999905,72.8335600001429",
I E S LP MAR,L- WARD,"BAMANDAYA PADA, MILITARY ROAD, POWAI MUMBAI 72",022-29206012,1,4,3-Co-educational,,marol.marathi.primary@ies.edu,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1237119999023,72.8886659995173",
I E S PATKAR GURUJI VIDYALAYA,F/ N -WARD,"180,Saraswati Nilayam,Hindu colony,Dadar,Mumbai 400014.",022-24145760,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27221000206,pgv.primary.marathi@ies.edu,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0208950006268,72.8487360000043",
I.E.S MARATHI MEDIUM PRIMARY SCHOOL BHANDUP,S-WARD,"DATAR BHANDUP, EAST MUMBAI",022-25665663,1,4,3-Co-educational,education.maharashtra.gov.in,bhandup.primary.marathi@ies.edu,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1360029996052,72.9346699998325",
I.E.S. NABAR GURUJI MARATHI LP,G / N,RSK BOLE ROAD DADAR MUMBAI WEST 28,022-24306948,1,4,3-Co-educational,,ngv.primary.marathi@ies.edu,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0226640003325,72.8359580002077",
IDEAL HINDI LP,S-WARD,"Tulshet Pada ,Lake Road, Bhandup-78.",022-25960340,1,4,3-Co-educational,http://idealhighschool.co.in/,hindiprimaryideal@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1626280004378,72.9328519997142",
IES HARNE GURUJI VIDYALAYA,H/E -WARD,ies harne guruji primary school bandra,022-26570730,1,4,3-Co-educational,,hgv.primary.marathi@ies.edu,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0675119999991,72.848537000077",
IES MAR LP,T-WARD,"I.E.S.MARATHI PRIMARY SCHOOL MULUND ARUNODAY NAGAR, NAVGHAR ROAD,MULUND MUMBAI 81",022-25630186,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220600380,iesmarathipri.mulund@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1698680004679,72.9658499998225",
INDIAN AIRLINES IDEAL SCHOOL,H/E -WARD,"Indian Airlines Staff Colony,Kalina,Santacruz-E,Mum-29",022-26660368,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220500257,idealschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0804670000834,72.8697419993818",
INDIAN EDUCATION SOCIETY MARATHI PRIMARY SCHOOL,R/S-WARD,"IES MARATHI PRIMARY SCHOOL CHARKOP ,SECTOR -2 CHARKOP ,KANDIVALI WEST MUMBAI 400067",022-28680360,1,4,3-Co-educational,,charkop.primary.marathi@les.edu,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2126649996298,72.8234509994672",
INDRA DEVI UTTARI BHARAT SABHA HINDI PRI SCHOOL,S-WARD,Station road Bhndup west mumbai 78.,022-25947273,1,4,3-Co-educational,www.uttaribharatsabha.com,idhindi1952@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1432830003542,72.9367569994652",
INFANT JESUS OF PRAGUE CONVENT SCHOOL,P/N1-WARD,INFANT JESUS OF PRAGUE CONVENT SCHOOL MANORI VILLAGE KHARODI PO MALAD WEST MUMBAI 400095,022-28452567,1,4,3-Co-educational,,infantjesusfhic@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.209486999857,72.7833909995779",
JAMNADAS ADUKIA BALIKA VIDHYALAYA,R/S-WARD,"Balika Vidyalaya Marg, Ramgali, Kandivali West,M-67",022-28072529,1,4,3-Co-educational,,sjudukia@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2003840001653,72.8466789995577",
JAWAHAR VIDYABHAVAN LP ENG,M/E,"Aziz Baug, R.C.F. Colony, Chembur, Mumbai - 400074.",022-25535874,1,4,3-Co-educational,,jawaharenglishprimary071@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0132209997106,73.1013310002852",
JAWAHAR VIDYABHAVAN LP HINDI,M/E,"Aziz baug ,RCF colony,chembur,Mumbai 400 074",022-25535874,1,4,3-Co-educational,,jawaharviddyabhavan@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0400489991569,72.8971460000087",
JAWAHAR VIDYABHAVAN MARATHI SCHOOL,M/E,"Aziz Baug, R.C.F.Colony, Chembur,Mumbai-400074",022-25535874,1,4,3-Co-educational,,jvpm1970@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0392419997403,72.8975369994608",
JAYABEN B KHOT ENG PRI,R / C,JAYANAGAR DATTAPADA ROAD BORIVALI EAST MUMBAI 400066,022-28704929,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220100107,jbkhot1969@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2221270001278,72.859617999983",
JAYABEN B KHOT SCH GUJ,R / C,SAIBABA NAGAR BORIVALI WEST,022-28092338,1,4,3-Co-educational,,jayabenkhotgujratipri@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2164279999851,72.8471599996614",
JEEVAN VIKAS VIDYALYA,S-WARD,NEHRU NAGAR KANJURMARG E MUMBAI 400042,022-25778318,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220600181,jeevanvikasvidyalay85@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1284660006552,72.9353870000492",
JIJAMATA VIDYAMANDIR,P/N- WARD,JIJAMATA VIDYA MANDIR ANANDWADI KURAR GA0N MALADE,022-29653920,1,4,3-Co-educational,,jijamataprimary@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1883649997087,72.8655119992359",
JOGESHWARI EDU SOC LP,K/E,"J.E.S.COMPLEX GUMPHA ROAD,JOGESHWARI-EAST MUMBAI 400060",022-28240088,1,4,3-Co-educational,education.maharashtra.gov.in,jesprimary1932@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1314510007822,72.8492899997262",
JYOTSNA DHIRAJLAL GUJARATI SCHOOL,P/N- WARD,"Kurar Village, Malad E, Mumbai 400097",022-28400028,1,4,3-Co-educational,,jdthighschool@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1858990006867,72.8615680000358",
K.L. MEHRA U.B.S ENGLISH PRIMARY SCHOOL,S-WARD,"STATION ROAD, BHANDUP WEST MUMBAI-400078",022-25947273,1,4,3-Co-educational,,klmehra1969@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1433470005867,72.9368250002936",
KALINA EDUCATION SOC MARATHI PRI. SCHOOL,H/E -WARD,Sunder Nagar Kalina Santacruz East Mumbai-400098,022-26661867,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220500256,kesmpschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0748849994348,72.863096999837",
KALINA EDUCATION SOCIETY ENGLISH PRIMARY,H/E -WARD,SUNDER NAGAR KALINA SANTACRUZ EAST MUMBAI-400098,022-26665728,1,4,3-Co-educational,,kesps98@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0752670002467,72.8624510001894",
KAMARAJ MEMORIAL SCHOOL TML,G / N,"Plot No.267/268, Kamaraj Chowk, 90 feet Rd, Dharavi, Mumbai -400017.",022-24090090,1,4,3-Co-educational,kamarajarschool.com,kamarajarmemorialschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0410939999921,72.8555060000664",
KARMAVEER BHAURAO PATIL VIDYALAY PRIMARY SCHOOL,F/ N -WARD,"old mhada bld no 06, near mala garden,pratiksha nagar, sion,mumbai-400022",022-24028081,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27221000310,kbpv.sionprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.04352699986,72.8731129999791",
KEDARNATH VIDYA PRASARINI ENG,L- WARD,"opp.Bldg.No.55, Nehru Nagar,Kurla East, Mumbai -24",022-0,1,4,3-Co-educational,www.education.maharashtra.gov.in,kedarnathvidyaprasarini@yahoo.co.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0605169998785,72.8828450000965",
KESHAVAJI V KESHARWALA PRIMARY SCHOOL,N WARD,LBS MARG SAINATH NAGAR SANGHANI ESTATE GHATKOPAR WEST MUMBAI 400086,022-25152227,1,4,3-Co-educational,,kvkprimary2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0942249993138,72.9101489995228",
KHOJA SHIA ISMASHARI JAMAT PRI SCHOOL,B,"142, H.Abbas A.S street, Mumbai 400 009",022-23472195,1,4,3-Co-educational,,ksij110@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9553099998896,72.8363910001134",
KMS PAREL PRIMARI SCHOOL,F/S - WARD,142/49 Dr.Borges Rd.Parel Mumbai 12,022-24106273,1,4,3-Co-educational,www.kmsdrshirodkar.org,kms.parel@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9998559997883,72.8396300007608",
KUDILAL GOVINDRAM SEKSARIA SARVODAYA HINDI SCHOOL,P/S-WARD,RSET Campus S.V.Road Malad West Mumbai,022-45207771,1,4,3-Co-educational,www.rajasthani.org.in,arti.rai@kgss.org.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1766170001569,72.8455700003151",
KUMUD VIDYA MANDIR MAR LP,M/E,"DEONAR GAON, GOVANDI EAST, MUMBAI 88",022-25587923,1,4,3-Co-educational,,kvmmarpri@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0507779996641,72.9215150005802",
KVK GHATKOPAR SARVAJANIK GUJRATH,N WARD,SAINATH NAGAR ROAD LBS MARG GHATKOPAR WEST MUMBAI 400086MUMBAI-400086,022-25152227,1,4,3-Co-educational,,kvkprimary2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0944970007319,72.910206000804",
L. P. JAGDALE GURUJI VIDYALAYA,P/N- WARD,appapadakurargavmalad,022-0,1,4,3-Co-educational,,lpjagadalevidyalaya@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1920000005986,72.8696439995149",
L. S. HINDI PRIMARY SCHOOL,R / N,ASHOK NAGAR GHARATANPADA S N DUBEY ROAD DAHISHAR EAST MUMBAI 400068,022-28963369,1,4,3-Co-educational,,rn49hindiprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2493760005544,72.8707789998372",
LITTLE STAR ENG,N WARD,CHIRAGNAGARGHATKOPARWESTMUMBAI400086,022-0,1,4,3-Co-educational,,lsehs1975@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0881080003194,72.8988119997773",
LOKMANYA LP VIDYALAYA,T-WARD,"sharada nilayam sankul,neelam nagar,phaze-2,60 D.P.road,mulund,east",022-25630615,1,4,3-Co-educational,www.sharadanilayam.org,lpvmulund@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1736930003953,72.9667250000844",
LOKMANYA TILAK,M/W,"S. J. Marg, Near Tilak Nagar Police Station, Tilak Nagar, Chembur, Mumbai-89",022-25244453,1,4,3-Co-educational,,lthsprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0656640001266,72.895547999467",
LOKMANYA VIDYA MANDIR LP,L- WARD,"LOKMANYA TILAK NAGAR,SAKINAKA,MUMBAI-72",022-28511698,1,4,3-Co-educational,,lokmanyasanstha@yahoo.co.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0989299997333,72.8896120008022",
M M BAL VIKAS KENDRA LP,L- WARD,PIPE ROAD NEAR KURLA RAILWAY STATION KURLA WEST,022-0,1,4,3-Co-educational,,mmbalvikaskendra@gmail.com,Education Dept,@mybmcedu,https://www.google.com/maps/search/?api=1&q,
M S K LP VIDYALAYA,L- WARD,"Hill Road, Chunabhatti, Sion, Mumbai 400022.",022-24055377,1,4,3-Co-educational,www.education.maharashtra.gov.in,mskprathmik2008@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0559530002653,72.8750600001049",
M.P. BHUTA SION SARVAJANIK SCHOOL,F/ N -WARD,163A VARDHAMAN BLDG JAIN SOCIETY SION WEST MUMBAI400022,022-24071836,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27221000350,mpbhuta1956@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0396690001844,72.8591170000361",
MADARSA I FAROOQIAH MUPL URDU SCHOOL,E,"11,Siddiq Lane.Masjid Jamil,Off Mohammad Umer Rajjab Rd,Madanpura,Mumbai No-400008.",022-23078705,1,4,3-Co-educational,,madresafarooqiahamy@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9713409998555,72.8278739994465",
